"artist","track","stream"
"Annie Lennox","I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack","137569804"
"Annie Lennox","Here Comes the Rain Again - Remastered Version","93672131"
"Annie Lennox","Why","83478300"
"Antonio Aguilar","Triste Recuerdo","63650361"
"Antonio Aguilar","El Hijo Desobediente","57113985"
"Antonio Aguilar","Un Puño De Tierra","56381934"
"Antonio Aguilar","Bandido De Amores","53367571"
"Antonio Aguilar","Lamberto Quintero","43729700"
"Antônio Carlos Jobim","Águas De Março","129664764"
"Antônio Carlos Jobim","Só Tinha De Ser Com Você","55027941"
"Antônio Carlos Jobim","Para Machuchar Meu Coracao","44497356"
"Antônio Carlos Jobim","The Girl From Ipanema","41110165"
"Antônio Carlos Jobim","Pela Luz dos Olhos Teus - Bonus Track","33501676"
"Antonio Orozco","Y, ¿Si Fuera Ella? - + Es +","179230151"
"Antonio Orozco","Estoy Hecho De Pedacitos De Ti","68714708"
"Antonio Orozco","Mi Héroe","39893512"
"Antonio Orozco","Entre Sobras Y Sobras Me Faltas","36782970"
"Antonio Orozco","Ya Lo Sabes","21491085"
"Antonio Vivaldi","Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)","47086826"
"Antonio Vivaldi","The Four Seasons - Summer in G Minor, RV. 315: III. Presto","37534381"
"Antonio Vivaldi","The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto","29907551"
"Antonio Vivaldi","The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto","24322236"
"Antonio Vivaldi","The Four Seasons, Violin Concerto No. 4 in F Minor, RV 297 ""Winter"": II. Largo","19981370"
"Anuel AA","Ella Quiere Beber - Remix","634532172"
"Anuel AA","Adicto (with Anuel AA & Ozuna)","587928998"
"Anuel AA","Sola (Remix)","561667018"
"Anuel AA","Amanece","478484145"
"Anuel AA","Hasta Que Dios Diga","416817366"
"Anuradha Paudwal","Dheere Dheere Se Meri Zindagi Mein Aana (From ""Aashiqui"")","18616516"
"Anuradha Paudwal","Tamma Tamma Again","14740810"
"Anuradha Paudwal","Bahut Pyar Karte Hai - Female Version","14701995"
"Anuradha Paudwal","Main Duniya Bhula Doonga","11061012"
"Anuradha Paudwal","Mujhe Neend Na Aaye","7165281"
"AP Dhillon","Excuses","259545062"
"AP Dhillon","Brown Munde","181309690"
"AP Dhillon","Insane","159271446"
"AP Dhillon","DESIRES","119610756"
"AP Dhillon","TERE TE","107813103"
"Apache 207","Roller","337622564"
"Apache 207","200 km/h","166385956"
"Apache 207","2002","137429216"
"Apache 207","Wieso tust Du dir das an?","115772296"
"Apache 207","Madonna","108453826"
"Aphex Twin","Avril 14th","149358376"
"Aphex Twin","aisatsana [102]","50810317"
"Aphex Twin","#3","45002482"
"Aphex Twin","Alberto Balsalm","32914795"
"Aphex Twin","Xtal","30915068"
"ARASHI","Turning Up","32929602"
"ARASHI","Love So Sweet","32535895"
"ARASHI","Happiness","23713815"
"ARASHI","Kite","20274660"
"ARASHI","One Love","19978117"
"Arcade Fire","The Suburbs","139511141"
"Arcade Fire","Wake Up","128747704"
"Arcade Fire","Everything Now","119383129"
"Arcade Fire","Rebellion (Lies)","100156046"
"Arcade Fire","Afterlife","58185831"
"Arcane","Enemy (with JID) - from the series Arcane League of Legends","1046179886"
"Arcane","Enemy - From the series Arcane League of Legends","220011254"
"Arcane","Playground (from the series Arcane League of Legends)","79094804"
"Arcane","Goodbye (from the series Arcane League of Legends)","40558099"
"Arcane","Snakes (from the series Arcane League of Legends)","39989002"
"Arcángel","Si Se Da - Remix","396374422"
"Arcángel","Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)","291644423"
"Arcángel","Infeliz","246142850"
"Arcángel","La Jumpa","217186214"
"Arcángel","Me Acostumbre (feat. Bad Bunny)","194790659"
"Arctic Monkeys","Do I Wanna Know?","1589532270"
"Arctic Monkeys","Why'd You Only Call Me When You're High?","1071584745"
"Arctic Monkeys","505","981404870"
"Arctic Monkeys","I Wanna Be Yours","878557667"
"Arctic Monkeys","R U Mine?","752659809"
"Aretha Franklin","Respect","458908495"
"Aretha Franklin","I Say a Little Prayer","458707438"
"Aretha Franklin","Think","180984654"
"Aretha Franklin","(You Make Me Feel Like) A Natural Woman","164794358"
"Aretha Franklin","I Knew You Were Waiting (For Me)","98857291"
"Ariana Grande","7 rings","1895706370"
"Ariana Grande","thank u, next","1634130431"
"Ariana Grande","positions","1144347767"
"Ariana Grande","One Last Time","1090948668"
"Ariana Grande","Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","1025392875"
"Arijit Singh","Kesariya","237685270"
"Arijit Singh","Agar Tum Saath Ho (From ""Tamasha"")","197893502"
"Arijit Singh","Shayad","196665486"
"Arijit Singh","Khairiyat","141640304"
"Arijit Singh","Kalank (Title Track)","114548526"
"Arizona Zervas","ROXANNE","1337123292"
"Arizona Zervas","FML","280174877"
"Arizona Zervas","No I in Team","91830232"
"Arizona Zervas","NIGHTRIDER","75937143"
"Arizona Zervas","Drinking Problem (feat. 27CLUB)","60112351"
"Armaan Malik","Pehla Pyaar","83904984"
"Armaan Malik","Jab Tak (From ""M.S.Dhoni - The Untold Story"")","63362401"
"Armaan Malik","Chale Aana (From ""De De Pyaar De"")","62435918"
"Armaan Malik","Buttabomma - Telugu","60979825"
"Armaan Malik","Main Rahoon Ya Na Rahoon","49852433"
"Armand Van Helden","You Don't Know Me (feat. Duane Harden)",NULL
"Armand Van Helden","Bonkers","144537963"
"Armand Van Helden","My My My","61182520"
"Armand Van Helden","Wings","22746724"
"Armand Van Helden","You Don't Know Me (feat. Duane Harden) - Radio Edit","22617415"
"Armin van Buuren","Blah Blah Blah","431897723"
"Armin van Buuren","This Is What It Feels Like","257603194"
"Armin van Buuren","Great Spirit","136836262"
"Armin van Buuren","Leave A Little Love","86800487"
"Armin van Buuren","Repeat After Me","77788956"
"Asees Kaur","Raataan Lambiyan (From ""Shershaah"")","259982695"
"Asees Kaur","Makhna","140325340"
"Asees Kaur","Ve Maahi","88656435"
"Asees Kaur","Jaan Ban Gaye","65105484"
"Asees Kaur","Valentine's Mashup 2019","55399812"
"Asha Bhosle","Chura Liya Hai Tumne Jo Dil Ko (From ""Yaadon Ki Baaraat"")","19610237"
"Asha Bhosle","Radha Kaise Na Jale","14608591"
"Asha Bhosle","Kitaben Bahut Si (From ""Baazigar"")","14253673"
"Asha Bhosle","Zara Sa Jhoom Loon Main","11778938"
"Asha Bhosle","Janu Meri Jaan - Shaan / Soundtrack Version","11086820"
"Ashanti","Foolish","252064122"
"Ashanti","Rock Wit U (Awww Baby)","98421794"
"Ashanti","Baby (feat. Ashanti)","78362701"
"Ashanti","Body On Me","66990010"
"Ashanti","Happy","61841897"
"Ashe","Moral of the Story","505682695"
"Ashe","Moral of the Story (feat. Niall Horan) - Bonus Track","193474453"
"Ashe","Till Forever Falls Apart","174133714"
"Ashe","Save Myself","34930713"
"Ashe","I'm Fine","15410440"
"ATB","Let U Go - Airplay Mix",NULL
"ATB","You're Not Alone - Airplay Mix",NULL
"ATB","Your Love (9PM)","561368460"
"ATB","9Pm (Till I Come)","90150683"
"ATB","Don't Stop","33263415"
"ATEEZ","WONDERLAND","91048507"
"ATEEZ","Answer","75074355"
"ATEEZ","Wave","70231511"
"ATEEZ","Say My Name","69062897"
"ATEEZ","Deja Vu","62447261"
"Ati242","KHRBR","31784221"
"Ati242","25","28983189"
"Ati242","Inzaghi","27334275"
"Ati242","GÜNEŞ","16747466"
"Ati242","Yolu Yok","14725118"
"Atif Aslam","Jeena Jeena (From ""Badlapur"")","87243405"
"Atif Aslam","Dil Diyan Gallan","84413845"
"Atif Aslam","Tera Hone Laga Hoon","79477830"
"Atif Aslam","Tu Jaane Na","71010138"
"Atif Aslam","O Saathi","70725769"
"Audioslave","Like a Stone","479870118"
"Audioslave","Show Me How to Live","235471613"
"Audioslave","Be Yourself","192738648"
"Audioslave","Cochise","148930338"
"Audioslave","I Am the Highway","126429644"
"AURORA","Half the World Away",NULL
"AURORA","Running with the Wolves",NULL
"AURORA","Exist for Love",NULL
"AURORA","Runaway","637535198"
"AURORA","Into the Unknown","321316598"
"Ava Max","Sweet but Psycho","1393471159"
"Ava Max","Kings & Queens","728146413"
"Ava Max","The Motto","547871739"
"Ava Max","Alone, Pt. II","436607077"
"Ava Max","My Head & My Heart","405052573"
"Avenged Sevenfold","Hail to the King","435853722"
"Avenged Sevenfold","Nightmare","276082555"
"Avenged Sevenfold","Afterlife","182801593"
"Avenged Sevenfold","Bat Country","181924300"
"Avenged Sevenfold","Shepherd of Fire","168087075"
"Aventura","Volví","609731838"
"Aventura","Ella Y Yo - Featuring Don Omar","416761463"
"Aventura","Obsesion","343220984"
"Aventura","Dile al Amor","290951018"
"Aventura","El Malo","247080907"
"Avicii","Wake Me Up","1790784163"
"Avicii","The Nights","1283342035"
"Avicii","Waiting For Love","1087964968"
"Avicii","Without You (feat. Sandro Cavazza)","884613613"
"Avicii","Hey Brother","821756193"
"Avril Lavigne","Complicated","614957273"
"Avril Lavigne","Sk8er Boi","423645735"
"Avril Lavigne","Girlfriend","342420848"
"Avril Lavigne","What the Hell","302465785"
"Avril Lavigne","I'm with You","208492041"
"Aya Nakamura","Djadja","390077882"
"Aya Nakamura","Djadja (feat. Maluma) - Remix","333547467"
"Aya Nakamura","Copines","295291971"
"Aya Nakamura","Dégaine (feat. Damso)","55824581"
"Aya Nakamura","VIP","10419530"
"AYLIVA","Deine Schuld","39348059"
"AYLIVA","Wenn ich wein","35298533"
"AYLIVA","Bei Nacht","30068505"
"AYLIVA","Sie weiß (feat. Mero)","26288770"
"AYLIVA","Schmetterlinge","25016888"
"B Praak","Ranjha (From ""Shershaah"")","217935872"
"B Praak","O Saki Saki (From ""Batla House"")","98239021"
"B Praak","Mann Bharryaa 2.0 (From ""Shershaah"")","95143055"
"B Praak","Pachtaoge (From ""Jaani Ve"")","66012824"
"B Praak","Filhaal2 Mohabbat","48075082"
"B.o.B","Airplanes (feat. Hayley Williams of Paramore)","627172600"
"B.o.B","Nothin' on You (feat. Bruno Mars)","436151047"
"B.o.B","HeadBand (feat. 2 Chainz)","313273991"
"B.o.B","So Good","167677668"
"B.o.B","Magic (feat. Rivers Cuomo)","160041265"
"Babasónicos","Irresponsables","110774267"
"Babasónicos","Putita","89531004"
"Babasónicos","El Loco","80992840"
"Babasónicos","Como Eran Las Cosas","56251146"
"Babasónicos","Pijamas","34749357"
"Baby Keem","family ties (with Kendrick Lamar)","422244580"
"Baby Keem","ORANGE SODA","408065122"
"Baby Keem","HONEST","220482280"
"Baby Keem","lost souls (with Brent Faiyaz)","133798118"
"Baby Keem","16","132974730"
"Baby Rasta","PUNTO 40","180479650"
"Baby Rasta","Nunca Me Amo","80367853"
"Baby Rasta","Ella Se Contradice (feat. Plan B)","58858159"
"Baby Rasta","Soltero","19869313"
"Baby Rasta","Ella Te Las Va A Pegar (feat. Ele a el Dominio & Noriel)","19838033"
"Bacilos","Caraluna","425808044"
"Bacilos","Mi primer millon","181753840"
"Bacilos","Tabaco Y Chanel","137049958"
"Bacilos","Perderme Contigo","98217089"
"Bacilos","Por Hacerme el Bueno","62705845"
"back number","水平線","95119267"
"back number","高嶺の花子さん","69373615"
"back number","クリスマスソング","62473209"
"back number","花束","44623248"
"back number","HAPPY BIRTHDAY","37781948"
"Backstreet Boys","I Want It That Way","1080660101"
"Backstreet Boys","Everybody (Backstreet's Back) - Radio Edit","366359071"
"Backstreet Boys","As Long as You Love Me","312369195"
"Backstreet Boys","Shape of My Heart","271219035"
"Backstreet Boys","Quit Playing Games (With My Heart)","195571417"
"Bad Bunny","LA CANCIÓN","1258594026"
"Bad Bunny","Yonaguni","1134817623"
"Bad Bunny","Me Porto Bonito","1126562780"
"Bad Bunny","Tití Me Preguntó","1015110510"
"Bad Bunny","Ojitos Lindos","872322869"
"Bad Omens","Just Pretend","42191348"
"Bad Omens","The Worst In Me","32604617"
"Bad Omens","THE DEATH OF PEACE OF MIND","29455642"
"Bad Omens","Like A Villain","28615869"
"Bad Omens","Dethrone","20216886"
"Badshah","Jugnu","93736880"
"Badshah","Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","91934401"
"Badshah","Proper Patola","82482566"
"Badshah","Paani Paani","61800215"
"Badshah","The Humma Song","59968390"
"Bailey Zimmerman","Rock and A Hard Place","139187583"
"Bailey Zimmerman","Fall In Love","101104052"
"Bailey Zimmerman","Never Comin' Home","43454108"
"Bailey Zimmerman","Where It Ends","39485186"
"Bailey Zimmerman","Change","26227619"
"Banda Cuisillos","Ya No Me Mires Así","41706818"
"Banda Cuisillos","Mil Heridas","40805463"
"Banda Cuisillos","Perdóname","29537657"
"Banda Cuisillos","Vanidosa","23959284"
"Banda Cuisillos","Cómo Sufro","19508619"
"Banda El Recodo","Y Llegaste Tú",NULL
"Banda El Recodo","Yo Sé Que Te Acordarás",NULL
"Banda El Recodo","La Mejor De Todas","174718565"
"Banda El Recodo","Vas A Llorar Por Mí","122246047"
"Banda El Recodo","Te Presumo","113253641"
"Banda Los Recoditos","Mi Último Deseo","228525496"
"Banda Los Recoditos","Me Sobrabas Tú","177494650"
"Banda Los Recoditos","Me Está Gustando","103527797"
"Banda Los Recoditos","No Le Hago Falta","92984802"
"Banda Los Recoditos","Perfecta","80215187"
"Banda Machos","Historia sin fin","66463599"
"Banda Machos","Me llamo Raquel","58808569"
"Banda Machos","La culebra","43540873"
"Banda Machos","Mi luna, mi estrella","33250583"
"Banda Machos","Leña de pirul","25212507"
"Banda MS de Sergio Lizárraga","El Color de Tus Ojos","347146512"
"Banda MS de Sergio Lizárraga","Háblame De Ti","293347494"
"Banda MS de Sergio Lizárraga","Me Vas a Extrañar","276272104"
"Banda MS de Sergio Lizárraga","A Lo Mejor","190016541"
"Banda MS de Sergio Lizárraga","La Sinvergüenza","167661438"
"Banda Pequeños Musical","Reencuentro","43721561"
"Banda Pequeños Musical","Y yo que te amo","36039755"
"Banda Pequeños Musical","Un loco solitario","30670352"
"Banda Pequeños Musical","Ganas de Ti","26528528"
"Banda Pequeños Musical","La nena","23516010"
"Barbra Streisand","Woman in Love","133419253"
"Barbra Streisand","Guilty (feat. Barry Gibb)","89046665"
"Barbra Streisand","I Finally Found Someone (feat. Bryan Adams)","80080416"
"Barbra Streisand","Evergreen (Love Theme from, ""A Star Is Born"")","61244186"
"Barbra Streisand","The Way We Were","55074119"
"Barry White","You're The First, The Last, My Everything - Single Version","211524674"
"Barry White","Can't Get Enough Of Your Love, Babe","131145013"
"Barry White","Just The Way You Are","95417530"
"Barry White","Let The Music Play - Single Version","65582552"
"Barry White","Can't Get Enough Of Your Love, Babe","64936637"
"Bas","Tribe (with J. Cole)","197621714"
"Bas","Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","180794240"
"Bas","l e t . g o . m y . h a n d (with Bas & 6LACK)","83109952"
"Bas","Night Job","68494856"
"Bas","[The Jackie] (with J. Cole & Lil Tjay)","66191827"
"Bastille","Happier","1798354650"
"Bastille","Pompeii","1229480697"
"Bastille","Good Grief","269955637"
"Bastille","Oblivion","171301828"
"Bastille","Of The Night","169755498"
"Bazzi","Mine","941157224"
"Bazzi","Beautiful (feat. Camila Cabello)","662284883"
"Bazzi","I.F.L.Y.","521425754"
"Bazzi","Paradise","515623742"
"Bazzi","Beautiful","291540678"
"bbno$","Lalala","888027230"
"bbno$","edamame (feat. Rich Brian)","318748707"
"bbno$","Whip A Tesla","127593735"
"bbno$","Welcome to Chilis","119423321"
"bbno$","help herself","77246518"
"beabadoobee","death bed (coffee for your head)","1386081346"
"beabadoobee","Coffee","114905173"
"beabadoobee","Tired","98205545"
"beabadoobee","The Moon Song","70219058"
"beabadoobee","the perfect pair","52377086"
"Beach House","Space Song","622835357"
"Beach House","Myth","114153480"
"Beach House","Silver Soul","83433218"
"Beach House","Master of None","54018697"
"Beach House","PPP","49267838"
"Beach Weather","Sex, Drugs, Etc.","310600644"
"Beach Weather","Chit Chat","20150913"
"Beach Weather","Swoon","12007725"
"Beach Weather","Unlovable","2124202"
"Beach Weather","Home Movies","1886460"
"Bear McCreary","God of War","35972752"
"Bear McCreary","Outlander - The Skye Boat Song (Castle Leoch Version) [feat. Raya Yarbrough]","35077839"
"Bear McCreary","Dance of the Druids (feat. Raya Yarbrough)","25485924"
"Bear McCreary","Memories of Mother (feat. Eivør)","11536350"
"Bear McCreary","Blood Upon the Snow","10184311"
"Beastie Boys","Sabotage","298200376"
"Beastie Boys","Intergalactic - Remastered 2009","180450916"
"Beastie Boys","Fight For Your Right","176783017"
"Beastie Boys","No Sleep Till Brooklyn","123249081"
"Beastie Boys","Brass Monkey","88789433"
"Bebe Rexha","In the Name of Love","1218983885"
"Bebe Rexha","Meant to Be (feat. Florida Georgia Line)","1213620946"
"Bebe Rexha","Me, Myself & I","1130630271"
"Bebe Rexha","I'm Good (Blue)","647071452"
"Bebe Rexha","I'm a Mess","597092194"
"Beck","Loser","334281514"
"Beck","Dreams","68945635"
"Beck","Up All Night","47690183"
"Beck","Morning","43906306"
"Beck","Night Running","39900861"
"Becky G","Sin Pijama","710166109"
"Becky G","Shower","655242748"
"Becky G","Mayores","612105921"
"Becky G","MAMIII","584524256"
"Becky G","Bubalu","334986781"
"Becky Hill","Lose Control","804323416"
"Becky Hill","Remember (and David Guetta)","282543051"
"Becky Hill","Gecko (Overdrive) - Radio Edit","272471387"
"Becky Hill","Crazy What Love Can Do","212910249"
"Becky Hill","My Heart Goes (La Di Da) (feat. Topic)","203585772"
"Bedoes 2115","Wschód (lubię zapierdalać)","38733696"
"Bedoes 2115","BEDOESIARA","27437244"
"Bedoes 2115","KETCHUP","17769857"
"Bedoes 2115","NA KRAŃCU ŚWIATA","10462833"
"Bedoes 2115","DRESSCODE","9587295"
"Bee Gees","Stayin Alive","768175251"
"Bee Gees","How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack","538082219"
"Bee Gees","More Than A Woman - From ""Saturday Night Fever"" Soundtrack","361014530"
"Bee Gees","Night Fever - From ""Saturday Night Fever"" Soundtrack","300077531"
"Bee Gees","You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack","155404216"
"Belanova","Rosa Pastel","118347988"
"Belanova","Por Ti","67278929"
"Belanova","Cada Que...","54214559"
"Belanova","Tus Ojos","32941810"
"Belanova","No Me Voy A Morir","30009398"
"Belinda","Amor A Primera Vista",NULL
"Belinda","La Niña de la Escuela","133052658"
"Belinda","LAS 12","64609828"
"Belinda","Ay Haiti!","61921081"
"Belinda","Luz Sin Gravedad","51802765"
"Belo","Perfume / Intriga da Oposição / Desse Jeito é Ruim pra Mim - Ao Vivo","30371599"
"Belo","Pura Adrenalina - Ao Vivo","24886358"
"Belo","Perfume - Ao Vivo","14521024"
"Belo","Reinventar","14450614"
"Belo","Pra Ver O Sol Brilhar (Ao Vivo)","11308872"
"Ben E. King","Stand by Me","577193378"
"Ben E. King","Stand by Me","174033542"
"Ben E. King","This Magic Moment","45745461"
"Ben E. King","Supernatural Thing, Pt. 1","25962414"
"Ben E. King","Spanish Harlem","18866293"
"Ben&Ben","Kathang Isip","212018415"
"Ben&Ben","Maybe The Night","175470524"
"Ben&Ben","Pagtingin","135481868"
"Ben&Ben","Leaves","125047426"
"Ben&Ben","Make It With You","105973533"
"Benjamin Blümchen","Benjamin Blümchen Lied","44446702"
"Benjamin Blümchen","Kapitel 07: auf Weltreise (Folge 150)","937637"
"Benjamin Blümchen","Kapitel 13: Das große Gewitter (Folge 153)","75779"
"Benjamin Blümchen","Kapitel 16: Das große Gewitter (Folge 153)","68751"
